account,opportunity_id,sales_agent,deal_stage,product,close_date,close_value,created_on
,1OFXU44K,Cecily Lampkin,Lost,MGRPFU,2017-07-22,0.0,2017-07-11
,S60MKMUO,Gladys Colclough,In_Progress,MGRPFS,,,2017-04-17
Domzoom,1HUT5SG3,Darcel Schlecht,Lost,GTXPro,2017-06-10,0.0,2017-02-06
,DQPBQPEC,Vicki Laflamme,In_Progress,GTXPlusBasic,,,2017-12-20
Sterling Cooper,10GRAQM0,Hayden Neloms,Won,GTXPlusBasic,2017-09-17,1509.0,2017-08-03
Statholdings,YLJTLQ4E,Rosie Papadopoulos,Won,MGRPFS,2017-09-18,60.0,2017-07-31
Y-corporation,52PGFM1A,Corliss Cosme,Won,GTXBasic,2017-09-20,830.0,2017-05-31
Sumace,7RBRLSND,Anna Snelling,Won,MGRPFS,2017-05-18,51.0,2017-02-17
,OKC6O94B,Moses Frase,In_Progress,MGRPFU,,,2017-12-19
Funholding,DDOZN7VA,Violet Mclelland,Won,MGRPFS,2017-05-03,75.0,2017-04-21
,L33QUIBW,Boris Faz,Lost,MGRPFU,2017-07-09,0.0,2017-05-15
,6QUYT9IW,Hayden Neloms,In_Progress,MGRPFS,,,2017-11-23
,78VR0RSA,Rosie Papadopoulos,In_Progress,GTXPro,,,2017-06-15
Xx-holding,NJEAVC9K,Kary Hendrixson,Won,GTXPlusPro,2017-11-08,6961.0,2017-11-02
Sterling Cooper,R1ECKBAE,Kami Bicknell,Won,GTXBasic,2017-04-11,497.0,2017-04-10
,1AQJ1O60,James Ascencio,In_Progress,GTXPlusBasic,,,2017-08-09
,ZNQ4NYQ7,Maureen Marcano,In_Progress,GTXPro,,,2017-12-07
dambase,KCVYHJB0,James Ascencio,Won,GTXPro,2017-09-02,6178.0,2017-08-23
,L9OZ61JI,Cassey Cress,In_Progress,GTXPro,,,2017-12-10
Groovestreet,YF8N5I5R,Versie Hillebrand,Won,GTXBasic,2017-12-09,756.0,2017-09-10
,SL2E3GE3,Darcel Schlecht,Lost,GTXPro,2017-06-16,0.0,2017-03-20
Cyberdyne Systems,TLE33WSS,Anna Snelling,Won,MGRPFS,2017-08-04,45.0,2017-07-27
,4679SZ90,Darcel Schlecht,In_Progress,GTXPro,,,2017-07-16
,IVH50ZEP,Vicki Laflamme,Lost,MGRPFU,2017-05-30,0.0,2017-04-03
Golddex,CYT29X0Z,Gladys Colclough,Won,GTXPro,2017-09-26,5449.0,2017-09-04
Scotfind,TRMXHC04,Marty Freudenburg,Won,GTXPlusBasic,2017-06-10,1283.0,2017-03-12
,YXE5NRWO,Boris Faz,In_Progress,MGRPFS,,,2017-12-17
,XQ3VCHTT,Garret Kinder,Lost,MGRPFU,2017-06-17,0.0,2017-04-17
Genco Pura Olive Oil Company,62919ZU4,Rosie Papadopoulos,Won,GTXPro,2017-11-14,6541.0,2017-09-01
,JG906ZNE,Kary Hendrixson,In_Progress,GTXPlusBasic,,,2017-06-17
Vehement Capital Partners,WL1Z7FSA,Maureen Marcano,Won,GTXPro,2017-08-15,6547.0,2017-07-28
,3EKL7QEX,James Ascencio,Lost,GTXBasic,2017-12-01,0.0,2017-09-21
,EO1RVUYA,Darcel Schlecht,In_Progress,MGRPFS,,,2017-03-28
Massive Dynamic,KJAQGRYH,Corliss Cosme,Won,GTXPlusBasic,2017-07-31,1542.0,2017-05-07
,5HGM1IKP,Vicki Laflamme,In_Progress,GTXPro,,,2017-12-07
,3MWKZI65,Corliss Cosme,In_Progress,GTXPlusBasic,,,2017-05-14
Labdrill,G8J7TVDN,Jonathan Berthelot,Won,MGRPFS,2017-07-04,65.0,2017-06-10
Treequote,S5LGNZW8,Markita Hansen,Won,MGRPFS,2017-12-13,36.0,2017-10-08
Fasehatice,5B0QJCNW,Versie Hillebrand,In_Progress,GTXPro,,,2017-06-09
,E5NGELL7,Darcel Schlecht,In_Progress,GTXBasic,,,2017-03-07
Streethex,5D387UGR,Marty Freudenburg,Won,GTXPlusBasic,2017-08-31,1312.0,2017-06-05
Scottech,QC7LIQYV,Cassey Cress,Won,GTXBasic,2017-08-03,388.0,2017-07-30
,47MRYP2M,Reed Clapper,In_Progress,MGRPFS,,,2017-08-19
,HP2M1ORX,Gladys Colclough,In_Progress,GTXBasic,,,2017-11-26
Finjob,S4ZS1XYD,Versie Hillebrand,Won,MGRPFS,2017-06-05,62.0,2017-02-19
Zathunicon,JFOWEZW2,Hayden Neloms,Won,MGRPFU,2017-07-12,3745.0,2017-05-02
Acme Corporation,DP59LPZM,Corliss Cosme,Won,GTXPro,2017-08-07,5837.0,2017-05-11
,0LGREIHX,Violet Mclelland,Lost,GTXBasic,2017-07-03,0.0,2017-06-01
Bioplex,F9BS2Y6J,Moses Frase,Won,MGRPFU,2017-10-04,3535.0,2017-07-24
Groovestreet,HLLYKFJC,Versie Hillebrand,Won,GTXPro,2017-10-08,7219.0,2017-08-08
,H8W86F2B,Violet Mclelland,In_Progress,GTXPlusBasic,,,2017-03-05
Stark Industries,4FW56OC2,Zane Levy,Won,GTXPro,2017-04-08,4789.0,2017-03-31
,GMG6YGFL,Moses Frase,Lost,MGRPFS,2017-12-16,0.0,2017-10-11
,O5OQOUKX,Markita Hansen,In_Progress,MGRPFS,,,2017-11-15
Statholdings,NB5M00CW,Cassey Cress,Lost,GTXPro,2017-10-04,0.0,2017-10-03
Massive Dynamic,2CPUOD4J,Reed Clapper,Lost,GTXPro,2017-07-28,0.0,2017-05-22
,1ZGHS5AH,Donn Cantrell,In_Progress,MGRPFU,,,2017-03-08
,BDRMMGVR,Lajuana Vencill,Lost,GTXPlusBasic,2017-08-20,0.0,2017-08-01
Faxquote,C45UVOEM,Moses Frase,Won,GTXBasic,2017-06-03,739.0,2017-04-23
Groovestreet,F4KOEZ9M,Moses Frase,Won,GTXPro,2017-04-22,6220.0,2017-02-06
Cheers,WAV5YYIR,Rosalina Dieter,Lost,MGRPFU,2017-12-25,0.0,2017-12-14
,IDNI4HFM,Cassey Cress,In_Progress,GTXPlusBasic,,,2017-06-10
Domzoom,5FEUFI6D,Gladys Colclough,Won,GTXPro,2017-05-25,5500.0,2017-05-17
Gekko & Co,5BGT9GGT,Violet Mclelland,Won,MGRPFS,2017-07-04,66.0,2017-07-03
,2OJHGRTH,Moses Frase,Lost,GTXPlusPro,2017-05-20,0.0,2017-03-30
,686JVBGZ,Marty Freudenburg,In_Progress,GTXPlusPro,,,2017-08-22
,MW80RNJJ,Anna Snelling,Lost,GTXPlusPro,2017-08-07,0.0,2017-05-30
Stanredtax,18TJGP3T,Darcel Schlecht,Won,GTXBasic,2017-08-07,559.0,2017-06-05
Domzoom,YGKJJZQ2,Moses Frase,Won,MGRPFU,2017-12-14,4428.0,2017-09-25
Scotfind,IUD9WDQ2,Lajuana Vencill,Won,MGRPFU,2017-06-27,4155.0,2017-03-05
,RPDHNISS,Jonathan Berthelot,Lost,GTXBasic,2017-04-16,0.0,2017-03-07
Wayne Enterprises,ISTAJE50,Maureen Marcano,Won,GTXPlusBasic,2017-10-27,1429.0,2017-08-30
,0SG1J15V,Corliss Cosme,In_Progress,GTXBasic,,,2017-08-08
Kan-code,8EDSNKXP,Anna Snelling,Won,MGRPFU,2017-04-11,3066.0,2017-01-24
,3151QC7L,Daniell Hammack,In_Progress,GTXPro,,,2017-04-15
Scottech,8N2JD52S,Reed Clapper,Won,GTXPro,2017-10-23,5508.0,2017-07-28
,46LSC0PM,Corliss Cosme,In_Progress,GTXBasic,,,2017-06-04
,EIB1AS6S,Niesha Huffines,In_Progress,MGRPFS,,,2017-03-20
Condax,KXKS7X9U,Kary Hendrixson,Lost,GTXPlusPro,2017-07-30,0.0,2017-06-23
Groovestreet,05QQVMM7,Darcel Schlecht,Won,GTXPro,2017-12-15,4406.0,2017-12-05
,03ITYRJ2,Donn Cantrell,In_Progress,GTXBasic,,,2017-09-04
Donware,MHUPEGK8,Hayden Neloms,Won,MGRPFU,2017-10-09,3966.0,2017-09-13
,2W5QR3D7,Zane Levy,In_Progress,MGRPFU,,,2017-12-29
Statholdings,CC5IQCH7,Reed Clapper,Won,GTXPro,2017-06-22,4391.0,2017-04-16
Bluth Company,YFFQGTMS,Kary Hendrixson,Won,GTXPro,2017-08-03,5414.0,2017-05-30
,6748BLAY,Cecily Lampkin,In_Progress,MGRPFU,,,2017-09-01
Funholding,BIHP8HTZ,Donn Cantrell,Lost,GTXPro,2017-06-23,0.0,2017-06-13
,245OFF1X,Darcel Schlecht,Lost,GTXPro,2017-04-23,0.0,2017-03-01
,4LAGO3BE,Kami Bicknell,In_Progress,GTXPro,,,2017-08-02
Stanredtax,WE2GDJ3R,Gladys Colclough,In_Progress,GTXPlusPro,,,2017-11-18
Dalttechnology,DRV8LTJ2,Elease Gluck,Won,GTK500U,2017-12-18,36525.0,2017-10-31
,GC8OO21C,Violet Mclelland,In_Progress,MGRPFS,,,2017-04-24
Nam-zim,Q80BPFEP,Marty Freudenburg,Won,GTXBasic,2017-08-31,741.0,2017-07-08
,1OEIEYUJ,Lajuana Vencill,Lost,MGRPFU,2017-09-13,0.0,2017-07-29
Iselectrics,1R6STC0E,Corliss Cosme,In_Progress,GTXPro,,,2017-11-09
Vehement Capital Partners,VOD77JU6,James Ascencio,Won,GTXPlusBasic,2017-07-09,1180.0,2017-05-25
,BQL2GYY0,Marty Freudenburg,In_Progress,MGRPFS,,,2017-11-20
,QJ83YC9T,Jonathan Berthelot,Lost,MGRPFS,2017-07-19,0.0,2017-07-09
,Q54XSM3S,Darcel Schlecht,Lost,GTXPro,2017-06-17,0.0,2017-06-07
Inity,HNDMA26Z,Marty Freudenburg,In_Progress,GTXPlusPro,,,2017-11-29
Initech,VAZZUXU5,Jonathan Berthelot,Won,MGRPFS,2017-10-18,74.0,2017-08-26
Goodsilron,L6WQG0SC,Darcel Schlecht,Won,GTXPlusBasic,2017-12-18,1054.0,2017-11-01
,QUC0YWV3,Corliss Cosme,In_Progress,GTXPlusBasic,,,2017-08-05
The New York Inquirer,RC046ZOA,Vicki Laflamme,In_Progress,MGRPFS,,,2017-10-27
Scotfind,WGSGW91M,Lajuana Vencill,Won,GTXPlusBasic,2017-03-17,1404.0,2017-01-27
,1JGXPIZ2,Maureen Marcano,Lost,GTXBasic,2017-09-15,0.0,2017-07-27
Zotware,5YST28DQ,Kary Hendrixson,Won,GTXPro,2017-08-06,5948.0,2017-07-24
Ollivander's Wand Shop,HCDKVSCE,Darcel Schlecht,Won,GTXPro,2017-09-06,5175.0,2017-07-17
Faxquote,3D3VPZG6,Darcel Schlecht,Lost,MGRPFS,2017-05-07,0.0,2017-04-27
Cyberdyne Systems,ERIN1P85,Darcel Schlecht,Won,GTXPro,2017-10-04,5676.0,2017-09-25
Zencorporation,G9UXHXEH,Versie Hillebrand,Won,GTXPlusBasic,2017-06-18,1363.0,2017-03-25
Globex Corporation,WTDJCHSE,Garret Kinder,Won,GTXPro,2017-09-14,5317.0,2017-06-24
Dontechi,YFK6ZAW0,Lajuana Vencill,Won,GTXBasic,2017-10-31,692.0,2017-10-24
Umbrella Corporation,HV1FB546,James Ascencio,Won,GTXPlusBasic,2017-08-07,1279.0,2017-07-25
,1UJSIM8R,Zane Levy,In_Progress,GTXBasic,,,2017-08-27
Golddex,QM4HB9WS,Gladys Colclough,Won,GTXBasic,2017-11-02,710.0,2017-08-06
,5Z6AHOX0,Violet Mclelland,In_Progress,MGRPFS,,,2017-04-16
Initech,TRSGLI09,Gladys Colclough,Won,GTXBasic,2017-08-19,694.0,2017-08-12
,FSM2SAOJ,Kami Bicknell,Lost,GTXBasic,2017-12-04,0.0,2017-11-20
Zencorporation,5BKEB592,Jonathan Berthelot,Lost,GTXBasic,2017-05-17,0.0,2017-03-10
Zumgoity,NUVIRL6P,Daniell Hammack,Lost,GTXPlusPro,2017-04-05,0.0,2017-01-23
Statholdings,3PX55PTT,Corliss Cosme,Lost,GTXPlusBasic,2017-06-24,0.0,2017-03-22
Treequote,A29BO54Y,Kary Hendrixson,Won,GTXPlusBasic,2017-09-08,1508.0,2017-08-04
,NMOPULLM,Marty Freudenburg,Lost,GTXBasic,2017-05-24,0.0,2017-03-03
Plexzap,NDIOK0PG,Donn Cantrell,Won,GTXBasic,2017-05-30,659.0,2017-02-26
Finjob,RVHKT03E,Marty Freudenburg,Won,GTXPlusPro,2017-10-21,5116.0,2017-08-24
,ORQH6VXK,Cassey Cress,In_Progress,GTXPlusBasic,,,2017-12-13
Cancity,DXMS7YM4,Zane Levy,Won,GTXBasic,2017-06-29,614.0,2017-06-15
Sunnamplex,CPBGCCZL,Reed Clapper,Lost,GTXBasic,2017-10-11,0.0,2017-10-05
Stanredtax,3PAAXB0O,Moses Frase,Won,MGRPFU,2017-12-24,4063.0,2017-12-16
,L6KFIVAP,Reed Clapper,Lost,GTXPlusBasic,2017-09-02,0.0,2017-06-24
,CMHJGVO6,Donn Cantrell,Lost,GTXPro,2017-12-08,0.0,2017-10-03
,63PSRE71,Maureen Marcano,In_Progress,GTXBasic,,,2017-05-23
,2JPF84VN,Kami Bicknell,In_Progress,GTXBasic,,,2017-07-31
Wayne Enterprises,Q3KXIPLB,Vicki Laflamme,Won,GTXPro,2017-09-26,4824.0,2017-06-04
Streethex,TGX49XYA,Gladys Colclough,Lost,MGRPFS,2017-09-10,0.0,2017-06-18
Good Burger,0AP85XV4,Hayden Neloms,Won,MGRPFU,2017-09-28,4294.0,2017-09-19
Ganjaflex,NXXWDSBC,Jonathan Berthelot,Lost,MGRPFS,2017-08-13,0.0,2017-06-08
,9LWY6YGT,Darcel Schlecht,In_Progress,GTXPro,,,2017-11-16
Streethex,3U4FSP4U,Jonathan Berthelot,Lost,GTXPro,2017-09-14,0.0,2017-07-02
,SFYD658F,James Ascencio,In_Progress,GTXBasic,,,2017-08-01
Scotfind,F8EXNRQD,Niesha Huffines,Won,GTXBasic,2017-06-10,473.0,2017-04-30
Conecom,TZ8QWRKH,Cassey Cress,Won,MGRPFU,2017-09-21,4516.0,2017-06-06
Ron-tech,0UGT32YC,Donn Cantrell,Won,GTXPro,2017-08-17,4753.0,2017-08-09
,HYFOSS9E,Gladys Colclough,In_Progress,GTXPro,,,2017-11-27
Zathunicon,QNIYRV36,Kary Hendrixson,Won,GTXPlusPro,2017-12-15,6132.0,2017-12-03
,ABNP9T4A,Rosalina Dieter,In_Progress,GTXPlusPro,,,2017-10-13
,QY7SSAUC,Anna Snelling,Lost,GTXPlusPro,2017-08-18,0.0,2017-05-25
Funholding,57XT60CF,Daniell Hammack,Lost,GTXPro,2017-11-20,0.0,2017-10-19
,OX2PEUYA,Kami Bicknell,In_Progress,MGRPFU,,,2017-11-16
Blackzim,57DEFRN2,Garret Kinder,Won,GTXBasic,2017-12-06,643.0,2017-09-28
Finhigh,EH4IO9U0,Jonathan Berthelot,In_Progress,GTXBasic,,,2017-07-30
,3NIQMQ27,Niesha Huffines,In_Progress,GTXPlusBasic,,,2017-11-01
,I9JPVU6B,Darcel Schlecht,Lost,GTXBasic,2017-08-14,0.0,2017-07-09
Treequote,Z2ASZPV3,Vicki Laflamme,Won,MGRPFS,2017-03-20,56.0,2017-01-21
Acme Corporation,7N6B3HJA,Cassey Cress,Won,MGRPFU,2017-10-18,3780.0,2017-09-06
,0AUJM48L,Jonathan Berthelot,In_Progress,GTXPlusBasic,,,2017-08-13
Zathunicon,1G9YQS9F,Zane Levy,Won,GTXPlusBasic,2017-08-14,988.0,2017-05-29
Groovestreet,UFYIJI6J,Gladys Colclough,Won,GTXBasic,2017-10-18,685.0,2017-09-21
,S0WONH59,Violet Mclelland,In_Progress,MGRPFS,,,2017-03-25
Singletechno,57M283WL,Moses Frase,Lost,MGRPFU,2017-08-15,0.0,2017-05-06
Bluth Company,MPWYCLS6,Kary Hendrixson,Won,GTXPro,2017-12-24,6925.0,2017-09-30
,E25IU4SN,Marty Freudenburg,In_Progress,GTXPlusPro,,,2017-04-09
Krusty Krab,76HP2U7R,Kami Bicknell,Won,GTXPlusBasic,2017-05-29,1447.0,2017-04-11
,JQ5IQINM,Boris Faz,In_Progress,GTXPlusPro,,,2017-11-05
Lexiqvolax,H0JC87OG,Darcel Schlecht,Won,GTXBasic,2017-03-24,644.0,2017-01-07
,EC9VN9XM,Maureen Marcano,Lost,GTXPlusBasic,2017-03-28,0.0,2017-01-08
J-Texon,EQ2S207V,Donn Cantrell,Won,GTXPro,2017-05-09,5053.0,2017-03-09
Xx-holding,ERQQB396,Kami Bicknell,Won,GTXBasic,2017-12-26,442.0,2017-11-15
Genco Pura Olive Oil Company,MLEPQ2ME,Daniell Hammack,Won,GTXBasic,2017-09-13,604.0,2017-08-08
,1038YOXC,Versie Hillebrand,In_Progress,MGRPFU,,,2017-08-01
,38JZ4LJ8,Cecily Lampkin,In_Progress,GTXBasic,,,2017-05-23
Plexzap,CDG5PMBK,Donn Cantrell,Won,GTXPro,2017-09-06,5377.0,2017-06-08
,OWFCXGRO,Moses Frase,In_Progress,GTXPlusBasic,,,2017-12-14
Condax,53Z7WWVK,Kary Hendrixson,Won,GTXPlusPro,2017-07-04,5515.0,2017-06-28
Rangreen,YUA9KEOU,Violet Mclelland,Won,GTXBasic,2017-10-12,509.0,2017-07-10
,CJ1MHMX4,Reed Clapper,In_Progress,GTXPro,,,2017-12-25
,Z98KDQG2,James Ascencio,In_Progress,GTXPlusPro,,,2017-11-23
Scotfind,NO4T617Z,Darcel Schlecht,Lost,GTXPro,2017-04-25,0.0,2017-04-12
Wayne Enterprises,APDR1BUD,Gladys Colclough,In_Progress,GTXPlusPro,,,2016-12-08
,1DMC0B6D,Corliss Cosme,In_Progress,MGRPFU,,,2017-11-12
,5L7ZHM4K,Donn Cantrell,Lost,MGRPFS,2017-03-15,0.0,2017-01-07
Finjob,S6ZP0YZ1,Gladys Colclough,Lost,GTXPlusPro,2017-08-21,0.0,2017-08-06
Zotware,Z2MBUH1L,Zane Levy,Won,GTXBasic,2017-08-15,705.0,2017-06-14
,34TC1GTA,Versie Hillebrand,In_Progress,MGRPFU,,,2017-04-27
Lexiqvolax,9SCDDDKU,Lajuana Vencill,Lost,MGRPFU,2017-09-07,0.0,2017-07-08
Hooli,JRFPFCXD,Daniell Hammack,Won,GTXPro,2017-03-01,5230.0,2017-02-13
Groovestreet,SX66996F,Versie Hillebrand,Won,GTXPlusBasic,2017-04-17,1120.0,2017-04-07
Labdrill,K5KWJXHA,Darcel Schlecht,Won,GTXPro,2017-12-31,6295.0,2017-09-08
,KGRCD8MX,Darcel Schlecht,In_Progress,GTXPro,,,2017-10-16
Doncon,5VWYUW21,Markita Hansen,Lost,GTXBasic,2017-12-15,0.0,2017-10-27
Silis,AEP1HWZZ,Cecily Lampkin,Lost,GTXPlusBasic,2017-12-28,0.0,2017-12-25
,UAYEBRA2,Vicki Laflamme,In_Progress,MGRPFS,,,2017-09-28
Globex Corporation,71DFNF55,Wilburn Farren,Won,MGRPFU,2017-09-13,3358.0,2017-08-06
Zathunicon,0UB69EY2,Maureen Marcano,Won,GTXBasic,2017-09-22,509.0,2017-08-03
,IDWFEA8X,Reed Clapper,In_Progress,GTXPlusPro,,,2017-08-08
,XU33MGAW,Donn Cantrell,In_Progress,GTXBasic,,,2017-04-15
,ZM7HHSOR,Maureen Marcano,In_Progress,GTXPlusBasic,,,2017-11-05
dambase,JTF98YDF,Kami Bicknell,Won,GTXPro,2017-12-16,4989.0,2017-09-24
Lexiqvolax,71X374NG,Jonathan Berthelot,Won,GTXBasic,2017-12-19,589.0,2017-12-08
Funholding,J0S6GYTU,Reed Clapper,Lost,GTXPro,2017-08-30,0.0,2017-08-25
Sterling Cooper,33CPYS6N,Kary Hendrixson,Won,GTXPlusBasic,2017-09-10,1771.0,2017-07-26
Hooli,7T3TNLYR,Donn Cantrell,Won,GTXPlusPro,2017-12-31,8380.0,2017-09-27
,JRF9GNG4,Maureen Marcano,Lost,GTXPlusPro,2017-12-23,0.0,2017-12-10
Golddex,5E4WOBLH,Gladys Colclough,Won,GTXPlusPro,2017-09-08,6380.0,2017-07-18
,KOSHFY4U,Boris Faz,In_Progress,GTXPlusBasic,,,2017-05-30
,I1AHQXM6,Zane Levy,Lost,GTXPlusBasic,2017-04-08,0.0,2017-02-17
Soylent Corp,7PUFUIAL,Versie Hillebrand,Won,MGRPFU,2017-10-28,4665.0,2017-10-15
Golddex,E53XXZTS,Lajuana Vencill,Lost,GTXBasic,2017-08-21,0.0,2017-08-07
Dalttechnology,YJAB3J15,Cassey Cress,Lost,GTXPro,2017-03-19,0.0,2017-03-14
,UAWG8NZI,Marty Freudenburg,In_Progress,GTXPlusBasic,,,2017-04-25
Olivia Pope & Associates,DMP8SRNF,Jonathan Berthelot,Won,GTXBasic,2017-06-01,646.0,2017-05-18
Acme Corporation,0FWG1T8O,Corliss Cosme,Won,GTXPlusPro,2017-12-29,7651.0,2017-10-05
Faxquote,OZ6QBQ3J,Darcel Schlecht,Won,GTXPlusBasic,2017-07-29,1701.0,2017-05-30
Ontomedia,AFT1HEWC,Corliss Cosme,Won,GTXBasic,2017-08-04,887.0,2017-08-02
Stanredtax,7DFDKDFM,Markita Hansen,Won,MGRPFS,2017-10-25,56.0,2017-10-23
Newex,1WQ0HCYS,Maureen Marcano,Won,GTXPlusBasic,2017-10-06,1392.0,2017-08-10
Toughzap,IES8WLXD,Maureen Marcano,In_Progress,GTXPlusPro,,,2017-05-08
Vehement Capital Partners,ZVD5JTZN,Kary Hendrixson,Won,GTXBasic,2017-05-02,639.0,2017-02-13
,O4DDXW6S,Violet Mclelland,In_Progress,GTXPlusBasic,,,2017-07-27
,XBDV1MUS,Kary Hendrixson,In_Progress,GTXPlusBasic,,,2017-07-27
Green-Plus,NIU81LCF,Lajuana Vencill,Lost,GTXPlusBasic,2017-04-15,0.0,2017-04-12
,AFHDVMT7,Darcel Schlecht,In_Progress,GTXBasic,,,2017-09-20
,WJHWTIA3,Kami Bicknell,In_Progress,GTXPlusBasic,,,2017-05-17
Labdrill,8XA3JTOV,Marty Freudenburg,Won,GTXPlusBasic,2017-12-08,1506.0,2017-10-03
Green-Plus,BXC8XR8B,Gladys Colclough,Lost,MGRPFS,2017-09-16,0.0,2017-08-16
Stark Industries,X84VMMM5,Maureen Marcano,In_Progress,GTXPlusBasic,,,2017-01-06
,WC72H1EA,Cassey Cress,Lost,MGRPFU,2017-07-15,0.0,2017-07-02
Wayne Enterprises,FKSJ26T9,Kami Bicknell,Won,GTXBasic,2017-10-12,670.0,2017-06-29
Stanredtax,KV4KQFW7,Rosalina Dieter,Won,MGRPFU,2017-12-30,3665.0,2017-12-26
,VX9ET5MO,Gladys Colclough,In_Progress,GTXPro,,,2017-06-03
,YQ6RVQFJ,Markita Hansen,In_Progress,MGRPFS,,,2017-01-05
Gekko & Co,GHD77F3C,Corliss Cosme,Won,GTXPro,2017-09-22,6871.0,2017-09-01
,869O4TCS,Zane Levy,In_Progress,GTXPlusPro,,,2017-06-04
Zathunicon,Q81VCW2V,Maureen Marcano,Won,GTXPlusBasic,2017-08-26,1226.0,2017-06-29
Konmatfix,69Z3Z32W,Reed Clapper,Won,GTXPlusBasic,2017-08-14,1011.0,2017-06-07
,I81OIAUM,Cassey Cress,In_Progress,GTXBasic,,,2017-05-22
Zotware,H71CDGXX,Markita Hansen,Won,MGRPFS,2017-03-03,57.0,2017-02-24
,Y3UY81DQ,Hayden Neloms,Lost,MGRPFS,2017-07-21,0.0,2017-05-07
,534JJRT8,Darcel Schlecht,Lost,GTXPlusBasic,2017-08-23,0.0,2017-06-22
Codehow,D1SP2WOM,Wilburn Farren,Won,GTXPlusPro,2017-03-27,6683.0,2017-03-19
Plusstrip,EV8YT1LO,Zane Levy,Won,MGRPFU,2017-05-28,4750.0,2017-03-16
,G7LR2SEK,Darcel Schlecht,In_Progress,GTXPlusBasic,,,2017-12-08
Sunnamplex,GQP95NOP,Daniell Hammack,Lost,GTXBasic,2017-05-04,0.0,2017-04-13
,5MO20280,Gladys Colclough,In_Progress,GTXPlusBasic,,,2017-11-02
Silis,JNTZDSP1,Darcel Schlecht,Won,GTXPlusBasic,2017-09-14,771.0,2017-06-07
Dontechi,JUOR858X,Lajuana Vencill,Won,GTXPlusBasic,2017-06-15,1359.0,2017-03-07
,QG210EL0,Vicki Laflamme,In_Progress,GTXPlusPro,,,2017-08-04
,RZS4OG2J,Hayden Neloms,In_Progress,GTXPlusBasic,,,2017-05-28
Newex,4UD3OLT8,Cassey Cress,Won,GTXBasic,2017-06-04,832.0,2017-02-22
Olivia Pope & Associates,YGSAY3XF,Cecily Lampkin,Won,MGRPFS,2017-07-10,78.0,2017-05-07
Zoomit,KXF9Y2EG,Darcel Schlecht,Lost,GTXPro,2017-09-29,0.0,2017-07-26
Streethex,F2TT5I21,Darcel Schlecht,Won,MGRPFS,2017-09-19,55.0,2017-06-22
,9DQDR2DN,Vicki Laflamme,In_Progress,GTXPlusPro,,,2017-09-15
,18M6H6PZ,Gladys Colclough,Lost,MGRPFS,2017-10-09,0.0,2017-09-28
Doncon,B8GT3Y71,Vicki Laflamme,Won,MGRPFS,2017-12-18,64.0,2017-12-07
Wayne Enterprises,RRI7DHLO,Vicki Laflamme,Lost,MGRPFU,2017-07-14,0.0,2017-07-10
Newex,NI87BG4A,Boris Faz,Won,MGRPFS,2017-09-16,57.0,2017-07-25
Zathunicon,OERJAC23,James Ascencio,Won,GTXPlusPro,2017-10-10,6366.0,2017-10-01
Plusstrip,WCRWJ8MC,Zane Levy,Won,GTXPlusPro,2017-10-10,6789.0,2017-09-23
Rantouch,9QLIJI2Y,Cassey Cress,Won,GTXPro,2017-03-22,6169.0,2017-01-25
Donware,0Z6AXCKR,Elease Gluck,Won,MGRPFS,2017-09-03,61.0,2017-06-12
,76RDSIJM,Daniell Hammack,In_Progress,GTXPlusPro,,,2017-11-12
,E2ABEHSN,Corliss Cosme,In_Progress,GTXBasic,,,2017-11-18
,9WD8KNLI,Anna Snelling,Lost,MGRPFU,2017-10-09,0.0,2017-08-15
,3WT4CLGB,Marty Freudenburg,In_Progress,GTXPro,,,2017-07-17
,6PXLP1IU,Moses Frase,Lost,GTXPlusBasic,2017-12-04,0.0,2017-11-29
Plussunin,NU3GWR6W,Kary Hendrixson,Won,GTXPro,2017-09-12,3690.0,2017-09-03
Ontomedia,ID0GESHE,Cassey Cress,Won,GTXPlusBasic,2017-08-31,1203.0,2017-08-15
Inity,6B38Y6O0,Cecily Lampkin,Won,GTXPlusPro,2017-09-20,5721.0,2017-09-04
Soylent Corp,DODL69J7,Darcel Schlecht,Lost,GTXBasic,2017-04-29,0.0,2017-02-13
,PQSRKB41,Kary Hendrixson,In_Progress,GTXPro,,,2017-10-22
,NO9TP4AC,Marty Freudenburg,Lost,GTXBasic,2017-06-27,0.0,2017-04-01
Sunnamplex,BIIS3XSV,Corliss Cosme,Won,GTXPro,2017-09-18,5467.0,2017-08-22
,T8553I6G,Garret Kinder,In_Progress,MGRPFS,,,2017-06-04
Newex,2NGNRHNQ,Cassey Cress,Lost,MGRPFU,2017-08-18,0.0,2017-06-30
Dalttechnology,ZNOGTFQM,Zane Levy,Lost,GTXBasic,2017-07-26,0.0,2017-05-20
,CEM8Q5S4,Lajuana Vencill,In_Progress,GTXPlusBasic,,,2017-10-15
,WTQEQB0F,Elease Gluck,In_Progress,MGRPFS,,,2017-11-06
,6E7L7WOT,Vicki Laflamme,In_Progress,GTXPlusPro,,,2017-06-13
Treequote,RJJPBC5U,Elease Gluck,Lost,GTXBasic,2017-09-17,0.0,2017-06-19
,D7RE6VUR,Rosalina Dieter,In_Progress,GTXBasic,,,2017-02-14
Zotware,B0VMFQLB,Elease Gluck,Lost,MGRPFS,2017-06-09,0.0,2017-05-23
